,preco_imov,id_imov,cidade,endereco,titulo_imov,vaga,banheiro,etc_apart,condominio,iptu
0,R$ 383.000,Imóvel QEG1O8,Apartamento em São Paulo,Avenida Maestro Villa Lobos,"Apartamento à venda em Tucuruvi com 58 m², 2 quartos, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 540/mês,Isento
0,R$ 190.000,Imóvel OS722I,Apartamento em São Paulo,Avenida Cupecê,"Apartamento à venda em Cidade Ademar com 24 m², 1 quarto",1 Banheiro,Vagas,Posição da unidade,R$ 170/mês,Isento
0,R$ 371.000,Imóvel 17098DY,Apartamento em São Paulo,Rua Rego Barros,"Apartamento à venda em Aricanduva com 50 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 430/mês,Isento
0,R$ 850.000,Imóvel 13CUALC,Apartamento em São Paulo,Rua Itamatai,"Apartamento à venda em Vila Andrade com 98 m², 3 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Indisponivel,R$ 1.400/mês,R$ 3.000/ano
0,R$ 400.000,Imóvel XAHT0B,Apartamento em São Paulo,Avenida Júlio Buono,"Apartamento à venda em Vila Medeiros com 77 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 300/mês,R$ 1/ano
0,R$ 640.000,Imóvel 1SS0BMU,Apartamento em São Paulo,Rua Judith Zumkeller,"Apartamento à venda em Mandaqui com 85 m², 3 quartos, 1 suíte, 2 vagas",2 vagas,3 Banheiros,Indisponivel,R$ 1.000/mês,R$ 126/ano
0,R$ 310.000,Imóvel YZG7EZ,Apartamento em São Paulo,Rua Costa Barros,"Apartamento à venda em São Lucas com 52 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 400/mês,Isento
0,R$ 243.800,Imóvel U6Q5TM,Apartamento em São Paulo,Rua Cândido Fontoura,"Apartamento à venda em Raposo Tavares com 54 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 380/mês,Isento
0,R$ 192.000,Imóvel YAQI4A,Apartamento em São Paulo,Rua Juá Mirim,"Apartamento à venda em José Bonifácio com 36 m², 2 quartos",1 Banheiro,Vagas,Indisponivel,R$ 160/mês,R$ 20/ano
0,R$ 280.000,Imóvel 168GZW,Apartamento em São Paulo,Rua Anny,"Apartamento à venda em Sacomã com 50 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 370/mês,Isento
0,R$ 440.000,Imóvel 1M1DF07,Apartamento em São Paulo,Avenida Ordem e Progresso,"Apartamento à venda em Casa Verde com 83 m², 3 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Indisponivel,R$ 630/mês,R$ 123/ano
0,R$ 265.000,Imóvel ODJY0U,Apartamento em São Paulo,Rua Savério Quadrio,"Apartamento à venda em Raposo Tavares com 44 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 230/mês,Isento
0,R$ 303.000,Imóvel 185S6RX,Apartamento em São Paulo,Rua Ribeirópolis,"Apartamento à venda em São Lucas com 45 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 300/mês,Isento
0,R$ 1.102.400,Imóvel 8HIZOO,Apartamento em São Paulo,Rua Jaques Félix,"Apartamento à venda em Vila Nova Conceição com 48 m², 1 quarto",1 Banheiro,"Sol o dia todo
na sala",Posição da unidade,R$ 1.000/mês,R$ 3.500/ano
0,R$ 1.150.100,Imóvel 678DD6,Apartamento em São Paulo,Avenida Conselheiro Rodrigues Alves,"Apartamento à venda em Vila Mariana com 100 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 1.228/mês,R$ 175/mês
0,R$ 350.000,Imóvel RP9PVB,Apartamento em São Paulo,Rua Franklin do Amaral,"Apartamento à venda em Cachoeirinha com 47 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 350/mês,Isento
0,R$ 380.000,Imóvel 11BDJ2O,Apartamento em São Paulo,Avenida Senador José Ermírio de Moraes,"Apartamento à venda em Tremembé com 50 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 430/mês,R$ 14.400/ano
0,R$ 450.000,Imóvel 1RUWN27,Apartamento em São Paulo,Rua Conselheiro Brotero,"Apartamento à venda em Santa Cecília com 70 m², 2 quartos",1 Banheiro,"Metrô próximo
estação a 302m",Indisponivel,R$ 520/mês,Isento
0,R$ 295.000,Imóvel 1TOPNCA,Apartamento em São Paulo,Rua Rego Barros,"Apartamento à venda em Aricanduva com 46 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 500/mês,Isento
0,R$ 480.000,Imóvel 1PWO8DJ,Apartamento em São Paulo,Estrada de Itapecerica,"Apartamento à venda em Capão Redondo com 65 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Posição da unidade,R$ 500/mês,R$ 83/mês
0,R$ 270.000,Imóvel 2QVWJ7,Apartamento em São Paulo,Avenida Cipriano Rodrigues,"Apartamento à venda em Aricanduva com 55 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 350/mês,Isento
0,R$ 434.600,Imóvel MFHRXE,Apartamento em São Paulo,Rua João Martins Bueno,"Apartamento à venda em Tucuruvi com 62 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Lavabo,R$ 720/mês,R$ 1.700/ano
0,R$ 465.000,Imóvel XMKN1H,Apartamento em São Paulo,Rua Cubatão,"Apartamento à venda em Vila Mariana com 54 m², 1 quarto",1 Banheiro,"Metrô próximo
estação a 304m",Chuveiro,R$ 321/mês,Isento
0,R$ 920.000,Imóvel 2DDYI7,Apartamento em São Paulo,Rua Francisco José da Silva,"Apartamento à venda em Vila Andrade com 91 m², 2 quartos, 2 suítes, 2 vagas",2 vagas,2 Banheiros,Lavabo,R$ 400/mês,R$ 83/mês
0,R$ 750.000,Imóvel 1Y88CMH,Apartamento em São Paulo,Rua Nova York,"Apartamento à venda em Brooklin com 41 m², 1 quarto, 1 suíte, 1 vaga",1 vaga,1 Banheiro,Posição da unidade,R$ 796/mês,R$ 70/mês
0,R$ 380.000,Imóvel 1X9AK6V,Apartamento em São Paulo,Avenida do Cursino,"Apartamento à venda em Sacomã com 59 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 400/mês,R$ 600/ano
0,R$ 256.000,Imóvel 1HQ21S5,Apartamento em São Paulo,Rua Demerval da Fonseca,"Apartamento à venda em Cidade Líder com 56 m², 3 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 380/mês,Isento
0,R$ 285.000,Imóvel 15SV7H2,Apartamento em São Paulo,Rua Costa Barros,"Apartamento à venda em São Lucas com 52 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 512/mês,Isento
0,R$ 225.000,Imóvel VYJPOK,Apartamento em São Paulo,Rua Aída Gomes Toledo,"Apartamento à venda em Cachoeirinha com 39 m², 1 quarto, 1 vaga",1 Banheiro,Mobiliado,Indisponivel,R$ 363/mês,Isento
0,R$ 388.000,Imóvel 1JJ1BY7,Apartamento em São Paulo,Rua Vitória,"Apartamento à venda em República com 89 m², 2 quartos, 2 suítes",2 Banheiros,Varanda,Indisponivel,R$ 440/mês,R$ 492/ano
0,R$ 155.000,Imóvel IMA1YO,Apartamento em São Paulo,Rua Paes Landin,"Apartamento à venda em Itaquera com 45 m², 2 quartos",1 Banheiro,Vagas,Posição da unidade,R$ 348/mês,Isento
0,R$ 555.000,Imóvel 1EIAFRS,Apartamento em São Paulo,Rua Eduardo Leopoldo,"Apartamento à venda em Vila Guilherme com 73 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 580/mês,R$ 280/ano
0,R$ 200.000,Imóvel 111DAZ8,Apartamento em São Paulo,Rua Olhos do Coração,"Apartamento à venda em Cachoeirinha com 50 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 195/mês,Isento
0,R$ 340.000,Imóvel IM2ROC,Apartamento em São Paulo,Avenida Vila Ema,"Apartamento à venda em São Lucas com 45 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 430/mês,R$ 50/ano
0,R$ 263.000,Imóvel 1XAK1U4,Apartamento em São Paulo,Rua Bactória,"Apartamento à venda em Aricanduva com 49 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 330/mês,Isento
0,R$ 440.000,Imóvel GM806O,Apartamento em São Paulo,Rua Tupi,"Apartamento à venda em Santa Cecília com 50 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Posição da unidade,R$ 470/mês,Isento
0,R$ 424.000,Imóvel 14SKK45,Apartamento em São Paulo,Rua Tenente Mauro de Miranda,"Apartamento à venda em Jabaquara com 75 m², 3 quartos",1 Banheiro,"Metrô próximo
estação a 214m",Indisponivel,R$ 350/mês,Isento
0,R$ 1.150.000,Imóvel 1E948XU,Apartamento em São Paulo,Rua Calógero Calia,"Apartamento à venda em Cursino com 174 m², 3 quartos, 2 suítes, 2 vagas",2 vagas,3 Banheiros,Lavabo,R$ 1.650/mês,R$ 5.850/ano
0,R$ 850.000,Imóvel OS1BL3,Apartamento em São Paulo,Rua Doutor Luiz Migliano,"Apartamento à venda em Vila Sônia com 92 m², 2 quartos, 2 suítes, 2 vagas",2 vagas,2 Banheiros,Lavabo,R$ 660/mês,Isento
0,R$ 560.000,Imóvel 16LTVP6,Apartamento em São Paulo,Rua Coronel Manuel Feliciano de Souza,"Apartamento à venda em Vila Jacuí com 70 m², 2 quartos, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 670/mês,R$ 300/ano
0,R$ 850.000,Imóvel 13BQMEW,Apartamento em São Paulo,Rua Professor José Horácio Meirelles Teixeira,"Apartamento à venda em Vila Sônia com 163 m², 3 quartos, 3 suítes, 3 vagas",3 vagas,3 Banheiros,Indisponivel,R$ 2.220/mês,R$ 7.400/ano
0,R$ 320.000,Imóvel CXJBN2,Apartamento em São Paulo,Rua Pedra Sabão,"Apartamento à venda em Tucuruvi com 62 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 450/mês,R$ 8/mês
0,R$ 350.000,Imóvel 1NZXF8M,Apartamento em São Paulo,Rua Tomás Aquino de Macedo,"Apartamento à venda em Jardim Marajoara com 57 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 750/mês,Isento
0,R$ 535.000,Imóvel 1WEK5JT,Apartamento em São Paulo,Rua Domingos Rodrigues,"Apartamento à venda em Lapa com 54 m², 1 quarto, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Vista da Sala,R$ 800/mês,R$ 200/mês
0,R$ 290.000,Imóvel 1MFH098,Apartamento em São Paulo,Rua Bactória,"Apartamento à venda em Aricanduva com 50 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Posição da unidade,R$ 320/mês,Isento
0,R$ 579.373,Imóvel LX50AM,Apartamento em São Paulo,Rua Domingos Rodrigues,"Apartamento à venda em Lapa com 54 m², 2 quartos, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 780/mês,R$ 5.000/ano
0,R$ 245.000,Imóvel 8X9NZR,Apartamento em São Paulo,Rua Estanislau de Miranda,"Apartamento à venda em São Miguel Paulista com 40 m², 2 quartos",1 Banheiro,Vagas,Indisponivel,Isento,Isento
0,R$ 371.000,Imóvel NLRHJW,Apartamento em São Paulo,Rua Cabo Antônio Pinton,"Apartamento à venda em Parque Novo Mundo com 63 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 320/mês,Isento
0,R$ 295.000,Imóvel 1LYPY7E,Apartamento em São Paulo,Rua Flora,"Apartamento à venda em Brás com 36 m², 2 quartos",1 Banheiro,"Metrô próximo
estação a 415m",Indisponivel,R$ 200/mês,R$ 400/ano
0,R$ 685.000,Imóvel S9K6A5,Apartamento em São Paulo,Rua Rubens Meireles,"Apartamento à venda em Barra Funda com 66 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 600/mês,R$ 133/mês
0,R$ 360.000,Imóvel H096U7,Apartamento em São Paulo,Rua Torres da Barra,"Apartamento à venda em Barra Funda com 32 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Posição da unidade,R$ 420/mês,Isento
0,R$ 365.000,Imóvel M68AG5,Apartamento em São Paulo,Rua Eurico Sodré,"Apartamento à venda em Vila Medeiros com 72 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 600/mês,Isento
0,R$ 420.000,Imóvel 6SEVIV,Apartamento em São Paulo,Rua Mesquita,"Apartamento à venda em Chácara Klabin com 69 m², 2 quartos",1 Banheiro,Vagas,Indisponivel,R$ 750/mês,Isento
0,R$ 640.000,Imóvel T4Y9Z8,Apartamento em São Paulo,Rua Fernandes Moreira,"Apartamento à venda em Santo Amaro com 85 m², 3 quartos, 1 suíte, 2 vagas",2 vagas,3 Banheiros,Lavabo,R$ 1.700/mês,R$ 2.100/ano
0,R$ 738.000,Imóvel U7GMTL,Apartamento em São Paulo,Rua Maratona,"Apartamento à venda em Campo Belo com 64 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Posição da unidade,R$ 641/mês,R$ 21/mês
0,R$ 170.870,Imóvel 1298WXK,Apartamento em São Paulo,Rua Dança do Fogo,"Apartamento à venda em José Bonifácio com 47 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 180/mês,Isento
0,R$ 260.000,Imóvel S93TSO,Apartamento em São Paulo,Rua Conselheiro Moreira de Barros,"Apartamento à venda em Mandaqui com 50 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 451/mês,Isento
0,R$ 296.800,Imóvel N7ENHV,Apartamento em São Paulo,Rua Doutor Nicolino Morena,"Apartamento à venda em Jaçanã com 65 m², 2 quartos, 1 vaga",1 Banheiro,Mobiliado,Indisponivel,R$ 480/mês,Isento
0,R$ 539.000,Imóvel 4CXLM3,Apartamento em São Paulo,Rua Dom Mateus,"Apartamento à venda em Ipiranga com 88 m², 3 quartos, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 884/mês,R$ 1.283/ano
0,R$ 249.000,Imóvel UL54DG,Apartamento em São Paulo,Rua Antônio Dias da Silva,"Apartamento à venda em Cachoeirinha com 47 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 650/mês,R$ 54/ano
0,R$ 381.600,Imóvel 1GTZPXB,Apartamento em São Paulo,Rua Cabo Antônio Pinton,"Apartamento à venda em Parque Novo Mundo com 61 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 374/mês,Isento
0,R$ 330.000,Imóvel 1X00NBK,Apartamento em São Paulo,Avenida do Guacá,"Apartamento à venda em Mandaqui com 55 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Lavabo,R$ 525/mês,R$ 820/ano
0,R$ 355.000,Imóvel SY55RG,Apartamento em São Paulo,Rua Otto de Alencar,"Apartamento à venda em Cambuci com 44 m², 2 quartos",1 Banheiro,Vagas,Posição da unidade,R$ 400/mês,Isento
0,R$ 270.000,Imóvel PNIRVM,Apartamento em São Paulo,Rua Matilde Diez,"Apartamento à venda em Campo Grande com 60 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 421/mês,Isento
0,R$ 235.000,Imóvel 1PG30GU,Apartamento em São Paulo,Rua Professor Nobil Marcacini,"Apartamento à venda em Jaraguá com 48 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 335/mês,Isento
0,R$ 169.900,Imóvel 1D29D3S,Apartamento em São Paulo,Rua Marinho Arcanjo dos Santos,"Apartamento à venda em Lajeado com 54 m², 2 quartos, 1 vaga",1 Banheiro,Mobiliado,Indisponivel,R$ 100/mês,R$ 31/mês
0,R$ 244.690,Imóvel 1E4TCF7,Apartamento em São Paulo,Rua Baltazar Santana,"Apartamento à venda em Vila Jacuí com 55 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 414/mês,Isento
0,R$ 320.000,Imóvel TUOPMW,Apartamento em São Paulo,Avenida Sapopemba,"Apartamento à venda em São Lucas com 56 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 550/mês,R$ 150/ano
0,R$ 385.000,Imóvel MJEF9L,Apartamento em São Paulo,Rua do Manifesto,"Apartamento à venda em Ipiranga com 60 m², 1 quarto, 1 vaga",1 vaga,2 Banheiros,Lavabo,R$ 560/mês,Isento
0,R$ 640.000,Imóvel 1G7H7KL,Apartamento em São Paulo,Avenida do Guacá,"Apartamento à venda em Mandaqui com 70 m², 3 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Indisponivel,R$ 970/mês,R$ 140/ano
0,R$ 174.376,Imóvel 1FAE8V,Apartamento em São Paulo,Rua Osório Franco Vilhena,"Apartamento à venda em Vila Curuçá com 42 m², 2 quartos",1 Banheiro,Vagas,Indisponivel,R$ 280/mês,Isento
0,R$ 260.001,Imóvel 1BJ52TX,Apartamento em São Paulo,Rua Cantori,"Apartamento à venda em Vila Andrade com 41 m², 2 quartos",1 Banheiro,Vagas,Indisponivel,R$ 390/mês,Isento
0,R$ 380.000,Imóvel J73Q64,Apartamento em São Paulo,Avenida Cônego José Salomon,"Apartamento à venda em Pirituba com 92 m², 3 quartos, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 380/mês,R$ 10/mês
0,R$ 450.000,Imóvel PNMHP,Apartamento em São Paulo,Avenida Mascote,"Apartamento à venda em Jabaquara com 62 m², 2 quartos, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 713/mês,Isento
0,R$ 410.000,Imóvel L6O4K7,Apartamento em São Paulo,Rua Wanda Martin,"Apartamento à venda em Cachoeirinha com 55 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 245/mês,R$ 65/ano
0,R$ 280.000,Imóvel PP6O60,Apartamento em São Paulo,Rua Bactória,"Apartamento à venda em Aricanduva com 47 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 260/mês,Isento
0,R$ 480.180,Imóvel 1VDGL4T,Apartamento em São Paulo,Avenida Diógenes Ribeiro de Lima,"Apartamento à venda em Alto da Lapa com 42 m², 1 quarto, 1 suíte, 1 vaga",1 vaga,1 Banheiro,Posição da unidade,R$ 775/mês,R$ 50/mês
0,R$ 135.000,Imóvel 1C9NIBM,Apartamento em São Paulo,Rua Manoel Rodrigues da Rocha,"Apartamento à venda em Vila Curuçá com 45 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 200/mês,Isento
0,R$ 1.219.000,Imóvel QQW4JE,Apartamento em São Paulo,Rua João Castelhanos,"Apartamento à venda em Jardim São Paulo com 119 m², 3 quartos, 3 suítes, 2 vagas",2 vagas,3 Banheiros,Indisponivel,R$ 1.230/mês,R$ 278/ano
0,R$ 186.151,Imóvel 1RN2ZXN,Apartamento em São Paulo,Estrada Dom João Nery,"Apartamento à venda em Lajeado com 42 m², 2 quartos, 2 suítes",Vagas,Mobiliado,Indisponivel,R$ 350/mês,Isento
0,R$ 300.000,Imóvel NV4EU7,Apartamento em São Paulo,Rua Marguerite Louise Riechelman,"Apartamento à venda em Cidade Ademar com 52 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 480/mês,R$ 31/mês
0,R$ 750.000,Imóvel C4T03,Apartamento em São Paulo,Rua Damiana da Cunha,"Apartamento à venda em Santana com 76 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 950/mês,R$ 150/ano
0,R$ 375.000,Imóvel 1IKIVHQ,Apartamento em São Paulo,Rua Dráusio,"Apartamento à venda em Butantã com 35 m², 1 quarto",1 Banheiro,"Metrô próximo
estação a 156m",Indisponivel,Isento,Isento
0,R$ 320.000,Imóvel 1FEW16R,Apartamento em São Paulo,Rua Rubiácea,"Apartamento à venda em Jardim São Paulo com 45 m², 2 quartos","Metrô próximo
estação a 743m",Vagas,Indisponivel,R$ 220/mês,Isento
0,R$ 320.000,Imóvel 1DI6VZB,Apartamento em São Paulo,Rua Liestal,"Apartamento à venda em Mandaqui com 48 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 430/mês,Isento
0,R$ 434.600,Imóvel 7EY5BF,Apartamento em São Paulo,Rua Antônio Borges,"Apartamento à venda em Vila Medeiros com 50 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 500/mês,Isento
0,R$ 275.000,Imóvel D50U95,Apartamento em São Paulo,Rua Engenheiro Guilherme Cristiano Frender,"Apartamento à venda em Aricanduva com 50 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 566/mês,R$ 1.085/ano
0,R$ 230.000,Imóvel 1S5GGHU,Apartamento em São Paulo,Rua Aristides Jofre,"Apartamento à venda em Limão com 45 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 515/mês,Isento
0,R$ 116.600,Imóvel 1P0J97M,Apartamento em São Paulo,Rua Francisco José Viana,"Apartamento à venda em Cidade Tiradentes com 240 m², 2 quartos",1 Banheiro,Vagas,Indisponivel,R$ 130/mês,Isento
0,R$ 300.000,Imóvel 1FYR8TJ,Apartamento em São Paulo,Avenida Doutor Francisco Mesquita,"Apartamento à venda em Vila Prudente com 45 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 340/mês,Isento
0,R$ 350.000,Imóvel 9BCR5H,Apartamento em São Paulo,Avenida São João,"Apartamento à venda em República com 73 m², 1 quarto",1 Banheiro,"Metrô próximo
estação a 309m",Indisponivel,R$ 463/mês,R$ 384/ano
0,R$ 330.000,Imóvel 585DPW,Apartamento em São Paulo,Avenida Parada Pinto,"Apartamento à venda em Cachoeirinha com 64 m², 3 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 420/mês,R$ 100/ano
0,R$ 330.000,Imóvel 1QE61WA,Apartamento em São Paulo,Rua Eugênio de Freitas,"Apartamento à venda em Vila Guilherme com 49 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 510/mês,Isento
0,R$ 385.000,Imóvel RIFACP,Apartamento em São Paulo,Rua Paraná,"Apartamento à venda em Brás com 44 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Posição da unidade,R$ 450/mês,R$ 20/mês
0,R$ 250.000,Imóvel D802CD,Apartamento em São Paulo,Rua Abel Tavares,"Apartamento à venda em Vila Jacuí com 50 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Posição da unidade,R$ 425/mês,R$ 42/mês
0,R$ 750.000,Imóvel 1ORBZFQ,Apartamento em São Paulo,Alameda Eduardo Prado,"Apartamento à venda em Campos Elísios com 95 m², 3 quartos","Metrô próximo
estação a 470m",Vagas,Indisponivel,R$ 870/mês,Isento
0,R$ 339.200,Imóvel P0U48N,Apartamento em São Paulo,Avenida Tarumã,"Apartamento à venda em Cangaíba com 37 m², 2 quartos",1 Banheiro,Vagas,Indisponivel,R$ 270/mês,Isento
0,R$ 1.000.000,Imóvel 13KOND4,Apartamento em São Paulo,Rua Irineu Marinho,"Apartamento à venda em Santo Amaro com 111 m², 4 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Lavabo,R$ 1.484/mês,R$ 5.000/ano
0,R$ 297.000,Imóvel 5SEBO0,Apartamento em São Paulo,Rua Aburá,"Apartamento à venda em Casa Verde com 60 m², 2 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Indisponivel,R$ 650/mês,R$ 12/mês
0,R$ 212.000,Imóvel 1YS892B,Apartamento em São Paulo,Rua Jequirana de Goiás,"Apartamento à venda em Vila Curuçá com 51 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Lavabo,R$ 350/mês,Isento
0,R$ 470.000,Imóvel 13HMQ1G,Apartamento em São Paulo,Rua Carlos Silva,"Apartamento à venda em Carrão com 56 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 490/mês,Isento
0,R$ 430.000,Imóvel 1D33D93,Apartamento em São Paulo,Rua Mogi Mirim,"Apartamento à venda em Água Rasa com 54 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 710/mês,Isento
0,R$ 450.000,Imóvel 10YUU1A,Apartamento em São Paulo,Rua Guarani,"Apartamento à venda em Bom Retiro com 108 m², 2 quartos",1 Banheiro,"Metrô próximo
estação a 563m",Lavabo,R$ 449/mês,Isento
0,R$ 1.800.000,Imóvel ODO7GV,Apartamento em São Paulo,Rua David Ben Gurion,"Apartamento à venda em Vila Sônia com 257 m², 2 quartos, 2 suítes, 4 vagas",4 vagas,5 Banheiros,Lavabo,R$ 1.600/mês,R$ 1.025/mês
0,R$ 890.000,Imóvel FX768C,Apartamento em São Paulo,Rua Sena Madureira,"Apartamento à venda em Vila Clementino com 109 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,3 Banheiros,Lavabo,R$ 1.200/mês,R$ 275/mês
0,R$ 330.000,Imóvel OCVTG8,Apartamento em São Paulo,Avenida Paulo Lincoln do Valle Pontin,"Apartamento à venda em Jaçanã com 74 m², 3 quartos, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 552/mês,R$ 1/ano
0,R$ 520.000,Imóvel 7WALQD,Apartamento em São Paulo,Rua Quintana,"Apartamento à venda em Brooklin com 60 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Posição da unidade,R$ 721/mês,R$ 115/mês
0,R$ 477.000,Imóvel N5KF34,Apartamento em São Paulo,Praça Júlio Mesquita,"Apartamento à venda em República com 60 m², 2 quartos",1 Banheiro,"Metrô próximo
estação a 337m",Indisponivel,R$ 700/mês,Isento
0,R$ 800.000,Imóvel 6I6BX6,Apartamento em São Paulo,Rua Francisco Pessoa,"Apartamento à venda em Vila Andrade com 101 m², 3 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Lavabo,R$ 990/mês,R$ 1.955/ano
0,R$ 1.450.000,Imóvel 1W2MFSM,Apartamento em São Paulo,Avenida Dom Pedro I,"Apartamento à venda em Ipiranga com 113 m², 2 quartos, 1 suíte, 2 vagas",2 Banheiros,Varanda,Lavabo,R$ 697/mês,R$ 1.200/ano
0,R$ 460.000,Imóvel W79HI,Apartamento em São Paulo,Rua Piracema,"Apartamento à venda em Santana com 60 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 800/mês,R$ 1/ano
0,R$ 795.000,Imóvel 19U9WYK,Apartamento em São Paulo,Rua Cônego Manuel Vaz,"Apartamento à venda em Santana com 119 m², 3 quartos, 2 suítes, 3 vagas",3 vagas,3 Banheiros,Indisponivel,R$ 1.100/mês,R$ 731/ano
0,R$ 850.000,Imóvel 1VCXNW7,Apartamento em São Paulo,Rua Manuel da Nóbrega,"Apartamento à venda em Paraíso com 75 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Lavabo,R$ 790/mês,R$ 1.296/ano
0,R$ 298.000,Imóvel U7LDI3,Apartamento em São Paulo,Rua Camarujipe,"Apartamento à venda em Jaçanã com 68 m², 3 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 500/mês,Isento
